srcIP,srcPort,dstIP,dstPort,protocol,mean,var,max,min,flowSize
151.77.142.94,51593,41.177.98.176,80,TCP,239.5,91297.85,708,40,2395
41.177.98.176,80,151.77.142.94,51593,TCP,999.9,393905.29000000004,1500,40,9999
77.197.210.2,54846,41.177.26.176,80,TCP,85.125,13547.859375,393,40,681
41.177.26.176,80,77.197.210.2,54846,TCP,877.8,345407.55999999994,1500,40,8778
77.197.210.67,40837,41.177.26.176,80,TCP,86.42857142857143,12209.102040816326,357,40,605
41.177.26.176,80,77.197.210.67,40837,TCP,890.3,368024.01000000007,1500,40,8903
77.197.210.213,24304,41.177.26.176,80,TCP,79.375,10238.734375,347,40,635
41.177.26.176,80,77.197.210.213,24304,TCP,940.3,400300.41,1500,40,9403
77.139.113.224,2347,41.177.241.46,443,TCP,62.0,242.0,73,40,372
41.177.241.46,443,77.139.113.224,2347,TCP,51.0,242.0,73,40,306
41.106.176.15,33082,41.177.241.46,443,TCP,127.3,2690.0099999999998,169,40,1273
41.177.241.46,443,41.106.176.15,33082,TCP,43.3,98.01,73,40,433
41.177.98.121,39651,41.177.202.202,53,UDP,80.0,0.0,80,80,80
41.177.202.202,53,41.177.98.121,39651,UDP,138.0,0.0,138,138,138
41.177.98.121,39652,41.177.202.202,53,UDP,77.0,0.0,77,77,77
41.177.202.202,53,41.177.98.121,39652,UDP,130.0,0.0,130,130,130
41.177.98.121,39653,41.177.202.202,53,UDP,63.0,0.0,63,63,63
41.177.202.202,53,41.177.98.121,39653,UDP,138.0,0.0,138,138,138
151.77.39.25,15896,244.3.160.239,80,TCP,146.66666666666666,55203.55555555554,672,40,880
244.3.160.239,80,151.77.39.25,15896,TCP,278.85714285714283,182310.693877551,1300,40,1952
77.197.217.218,11992,41.177.26.176,80,TCP,106.75,12330.6875,299,40,427
41.177.26.176,80,77.197.217.218,11992,TCP,281.6666666666667,112981.55555555555,757,40,845
244.3.160.239,64856,244.3.31.108,80,TCP,119.71428571428571,36869.0612244898,590,40,838
244.3.31.108,80,244.3.160.239,64856,TCP,329.6666666666667,283520.55555555556,1500,40,1978
41.177.98.57,50880,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50880,UDP,214.0,0.0,214,214,214
41.177.98.57,50881,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50881,UDP,299.0,0.0,299,299,299
41.177.98.57,50882,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50882,UDP,275.0,0.0,275,275,275
244.3.48.41,9824,244.3.160.239,80,TCP,300.4,267091.8399999999,1334,40,1502
41.177.98.57,50883,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50883,UDP,275.0,0.0,275,275,275
244.3.160.239,80,244.3.48.41,9824,TCP,61.8,1577.7599999999998,141,40,309
41.177.98.57,50884,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50884,UDP,238.0,0.0,238,238,238
41.177.98.57,50885,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50885,UDP,214.0,0.0,214,214,214
41.177.98.57,50886,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50886,UDP,214.0,0.0,214,214,214
244.3.160.239,64857,41.43.180.128,80,TCP,261.5,241788.58333333334,1361,40,1569
41.177.98.57,50887,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50887,UDP,299.0,0.0,299,299,299
41.177.98.57,50888,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50888,UDP,275.0,0.0,275,275,275
41.177.98.57,50889,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50889,UDP,275.0,0.0,275,275,275
41.177.98.57,50890,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50890,UDP,299.0,0.0,299,299,299
41.177.98.57,50891,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50891,UDP,275.0,0.0,275,275,275
41.177.98.57,50892,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50892,UDP,275.0,0.0,275,275,275
41.177.98.57,50893,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50893,UDP,214.0,0.0,214,214,214
41.177.98.57,50894,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50894,UDP,238.0,0.0,238,238,238
41.177.98.57,50895,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50895,UDP,214.0,0.0,214,214,214
41.177.98.57,50896,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50896,UDP,214.0,0.0,214,214,214
41.43.180.128,80,244.3.160.239,64857,TCP,72.8,4047.3599999999997,200,40,364
77.197.127.165,22350,41.177.26.176,80,TCP,73.2,9401.760000000002,364,40,732
41.177.26.176,80,77.197.127.165,22350,TCP,1150.0,309095.8,1500,40,11500
41.177.98.57,50897,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50897,UDP,214.0,0.0,214,214,214
41.177.98.57,50898,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50898,UDP,238.0,0.0,238,238,238
41.177.98.57,50899,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50899,UDP,214.0,0.0,214,214,214
41.177.98.57,50900,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50900,UDP,214.0,0.0,214,214,214
244.3.48.41,6833,244.3.160.239,80,TCP,295.8,257667.35999999996,1311,40,1479
244.3.64.188,49647,41.177.241.46,443,TCP,62.0,242.0,73,40,372
244.3.160.239,80,244.3.48.41,6833,TCP,61.8,1577.7599999999998,141,40,309
41.177.241.46,443,244.3.64.188,49647,TCP,51.0,242.0,73,40,306
244.3.160.239,64858,41.43.180.128,80,TCP,257.6666666666667,233432.55555555553,1338,40,1546
41.43.180.128,80,244.3.160.239,64858,TCP,73.0,4098.4,201,40,365
41.177.98.57,50901,41.177.202.202,53,UDP,70.0,0.0,70,70,70
41.177.202.202,53,41.177.98.57,50901,UDP,288.0,0.0,288,288,288
41.177.98.57,50902,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50902,UDP,266.0,0.0,266,266,266
41.177.98.57,50903,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50903,UDP,266.0,0.0,266,266,266
244.3.153.239,2091,244.3.176.118,3389,TCP,71.5,527.25,120,57,715
244.3.48.41,3324,244.3.160.239,80,TCP,314.8,297688.9600000001,1406,40,1574
244.3.160.239,80,244.3.48.41,3324,TCP,61.8,1577.7599999999998,141,40,309
244.3.160.239,64859,41.43.180.128,80,TCP,273.5,268896.5833333333,1433,40,1641
41.43.180.128,80,244.3.160.239,64859,TCP,68.0,2918.4,176,40,340
77.197.210.128,56827,41.177.26.176,80,TCP,76.11111111111111,9868.543209876547,357,40,685
41.177.26.176,80,77.197.210.128,56827,TCP,939.7,401418.41000000003,1500,40,9397
244.3.48.41,12306,244.3.160.239,80,TCP,276.1666666666667,261776.13888888888,1420,40,1657
244.3.160.239,80,244.3.48.41,12306,TCP,58.166666666666664,1380.8055555555557,141,40,349
244.3.160.239,64860,41.43.180.128,80,TCP,280.6666666666667,285772.8888888889,1476,40,1684
244.3.48.41,5390,244.3.160.239,80,TCP,298.2,262563.36,1323,40,1491
244.3.160.239,80,244.3.48.41,5390,TCP,61.8,1577.7599999999998,141,40,309
244.3.160.239,64861,41.43.180.128,80,TCP,259.6666666666667,237773.88888888888,1350,40,1558
77.197.217.218,12028,41.177.26.176,80,TCP,75.88888888888889,9744.0987654321,355,40,683
41.177.26.176,80,77.197.217.218,12028,TCP,885.3,262965.61,1500,40,8853
41.43.180.128,80,244.3.160.239,64860,TCP,67.8,2875.3599999999997,175,40,339
41.177.3.224,40118,41.177.117.184,1613,TCP,431.4,78867.84,1044,40,4314
41.177.117.184,1613,41.177.3.224,40118,TCP,432.8,100189.96,1003,62,4328
41.43.180.128,80,244.3.160.239,64861,TCP,72.8,4047.3599999999997,200,40,364
41.177.98.57,50904,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50904,UDP,299.0,0.0,299,299,299
41.177.98.57,50905,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50905,UDP,275.0,0.0,275,275,275
41.177.98.57,50906,41.177.202.202,53,UDP,81.0,0.0,81,81,81
244.3.48.41,14899,244.3.160.239,80,TCP,272.1666666666667,263513.4722222222,1420,40,1633
244.3.160.239,80,244.3.48.41,14899,TCP,58.166666666666664,1380.8055555555557,141,40,349
41.177.202.202,53,41.177.98.57,50906,UDP,275.0,0.0,275,275,275
244.3.160.239,64862,41.43.180.128,80,TCP,276.6666666666667,276290.22222222213,1452,40,1660
244.3.48.41,9541,244.3.160.239,80,TCP,297.2,260517.76,1318,40,1486
244.3.160.239,80,244.3.48.41,9541,TCP,61.8,1577.7599999999998,141,40,309
244.3.160.239,64863,41.43.180.128,80,TCP,258.8333333333333,235960.1388888889,1345,40,1553
41.43.180.128,80,244.3.160.239,64862,TCP,68.0,2918.4,176,40,340
77.197.210.48,37210,41.177.26.176,80,TCP,85.125,13547.859375,393,40,681
41.177.26.176,80,77.197.210.48,37210,TCP,1010.8,324309.56,1500,40,10108
41.177.98.57,50907,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50907,UDP,299.0,0.0,299,299,299
41.177.98.57,50908,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50908,UDP,275.0,0.0,275,275,275
41.43.180.128,80,244.3.160.239,64863,TCP,73.0,4098.4,201,40,365
41.177.98.57,50909,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50909,UDP,275.0,0.0,275,275,275
244.3.48.41,11531,244.3.160.239,80,TCP,297.6,261335.03999999998,1320,40,1488
244.3.160.204,38146,244.3.160.89,4001,TCP,44.0,0.0,44,44,44
244.3.160.239,80,244.3.48.41,11531,TCP,61.8,1577.7599999999998,141,40,309
244.3.160.89,4001,244.3.160.204,38146,TCP,40.0,0.0,40,40,40
244.3.160.204,38147,244.3.160.89,4002,TCP,44.0,0.0,44,44,44
244.3.160.89,4002,244.3.160.204,38147,TCP,40.0,0.0,40,40,40
244.3.160.204,38148,244.3.160.89,2048,TCP,44.0,0.0,44,44,44
244.3.160.89,2048,244.3.160.204,38148,TCP,40.0,0.0,40,40,40
244.3.160.204,38149,244.3.160.89,80,TCP,41.0,3.0,44,40,164
244.3.160.89,80,244.3.160.204,38149,TCP,41.333333333333336,3.5555555555555554,44,40,124
244.3.160.204,38150,244.3.160.89,443,TCP,50.4,355.84,88,40,252
244.3.160.89,443,244.3.160.204,38150,TCP,413.625,393834.484375,1500,40,3309
77.197.210.106,58784,41.177.26.176,80,TCP,80.375,10780.984375,355,40,643
244.3.160.204,38151,244.3.160.89,2784,TCP,44.0,0.0,44,44,44
244.3.160.89,2784,244.3.160.204,38151,TCP,40.0,0.0,40,40,40
244.3.160.204,38152,244.3.160.254,4000,TCP,41.0,3.0,44,40,164
41.177.26.176,80,77.197.210.106,58784,TCP,820.4,311312.04,1500,40,8204
244.3.160.254,4000,244.3.160.204,38152,TCP,41.333333333333336,3.5555555555555554,44,40,124
244.3.160.204,38153,244.3.160.254,4001,TCP,44.0,0.0,44,44,44
244.3.160.254,4001,244.3.160.204,38153,TCP,40.0,0.0,40,40,40
244.3.160.204,38154,244.3.160.254,4002,TCP,44.0,0.0,44,44,44
244.3.160.254,4002,244.3.160.204,38154,TCP,40.0,0.0,40,40,40
244.3.160.204,38155,244.3.160.254,2048,TCP,44.0,0.0,44,44,44
244.3.160.254,2048,244.3.160.204,38155,TCP,40.0,0.0,40,40,40
244.3.160.204,38156,244.3.160.254,443,TCP,41.0,3.0,44,40,164
244.3.160.204,38157,244.3.160.254,80,TCP,41.0,3.0,44,40,164
244.3.160.254,443,244.3.160.204,38156,TCP,41.333333333333336,3.5555555555555554,44,40,124
244.3.160.254,80,244.3.160.204,38157,TCP,41.333333333333336,3.5555555555555554,44,40,124
244.3.160.204,38158,244.3.160.239,443,TCP,41.0,3.0,44,40,164
244.3.160.239,443,244.3.160.204,38158,TCP,41.333333333333336,3.5555555555555554,44,40,124
244.3.160.204,38159,244.3.160.239,8080,TCP,44.0,0.0,44,44,44
244.3.160.239,8080,244.3.160.204,38159,TCP,40.0,0.0,40,40,40
244.3.160.204,38160,244.3.160.239,80,TCP,41.0,3.0,44,40,164
244.3.160.239,80,244.3.160.204,38160,TCP,41.333333333333336,3.5555555555555554,44,40,124
244.3.160.239,64864,41.43.180.128,80,TCP,259.1666666666667,236684.80555555553,1347,40,1555
244.3.142.138,2387,41.177.98.220,7010,TCP,91.6,1145.24,118,40,916
244.3.176.118,3389,244.3.153.239,2091,TCP,46.0,36.0,52,40,460
41.177.241.46,443,77.139.113.224,2348,UDP,129.0,64.0,137,121,1290
41.43.180.128,80,244.3.160.239,64864,TCP,72.8,4047.3599999999997,200,40,364
41.177.98.57,50910,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50910,UDP,299.0,0.0,299,299,299
41.177.98.57,50911,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50911,UDP,275.0,0.0,275,275,275
41.177.98.57,50912,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50912,UDP,275.0,0.0,275,275,275
41.177.98.220,7010,244.3.142.138,2387,TCP,591.3,168128.00999999995,1500,40,5913
41.177.98.57,50913,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50913,UDP,299.0,0.0,299,299,299
41.177.98.57,50914,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50914,UDP,275.0,0.0,275,275,275
41.177.98.57,50915,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50915,UDP,275.0,0.0,275,275,275
244.3.48.41,2499,244.3.160.239,80,TCP,294.0,254025.6,1302,40,1470
244.3.160.239,80,244.3.48.41,2499,TCP,61.8,1577.7599999999998,141,40,309
244.3.160.239,64865,41.43.180.128,80,TCP,256.1666666666667,230202.80555555553,1329,40,1537
41.43.180.128,80,244.3.160.239,64865,TCP,72.6,3996.6399999999994,199,40,363
68.157.168.51,65473,41.177.26.176,80,TCP,89.5,12069.05,419,52,895
41.177.26.176,80,68.157.168.51,65473,TCP,403.0,171255.8,1500,52,4030
244.3.34.194,34029,41.177.26.205,22,TCP,76.0,576.0,100,52,760
41.177.26.205,22,244.3.34.194,34029,TCP,127.2,6658.56,372,100,1272
77.197.210.176,60766,41.177.26.176,80,TCP,73.1,9343.689999999999,363,40,731
41.177.26.176,80,77.197.210.176,60766,TCP,430.5,113620.25,1036,40,4305
41.177.98.57,50916,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50916,UDP,262.0,0.0,262,262,262
41.177.98.57,50917,41.177.202.202,53,UDP,79.0,0.0,79,79,79
41.177.202.202,53,41.177.98.57,50917,UDP,238.0,0.0,238,238,238
41.177.98.57,50918,41.177.202.202,53,UDP,79.0,0.0,79,79,79
41.177.202.202,53,41.177.98.57,50918,UDP,238.0,0.0,238,238,238
218.218.218.218,68,91.91.91.91,67,UDP,299.25,0.1875,300,299,1197
77.197.210.123,61449,41.177.26.176,80,TCP,80.0,12174.222222222223,392,40,720
41.177.26.176,80,77.197.210.123,61449,TCP,664.3,249497.81,1500,40,6643
100.176.176.244,59378,41.177.26.176,80,TCP,114.0,32176.8,652,52,1140
41.177.26.176,80,100.176.176.244,59378,TCP,581.9,213881.88999999998,1500,52,5819
151.77.15.118,1678,41.177.241.46,443,TCP,59.8,261.36,73,40,299
41.177.241.46,443,151.77.15.118,1678,TCP,53.2,261.36,73,40,266
90.48.117.203,50457,41.177.241.46,443,UDP,205.8,2255.36,329,121,2058
244.3.153.142,49633,41.177.31.98,22,TCP,112.0,0.0,112,112,560
77.197.210.122,3399,41.177.26.176,80,TCP,80.375,10780.984375,355,40,643
41.177.26.176,80,77.197.210.122,3399,TCP,886.1,368210.08999999997,1500,40,8861
41.106.180.77,43550,41.177.241.46,443,UDP,89.0,0.0,89,89,356
41.177.98.57,50919,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50919,UDP,299.0,0.0,299,299,299
41.177.98.57,50920,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50920,UDP,275.0,0.0,275,275,275
41.177.98.57,50921,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50921,UDP,275.0,0.0,275,275,275
41.177.98.57,50922,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50922,UDP,299.0,0.0,299,299,299
41.177.98.57,50923,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50923,UDP,275.0,0.0,275,275,275
41.177.98.57,50924,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50924,UDP,275.0,0.0,275,275,275
41.177.98.57,50925,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50925,UDP,299.0,0.0,299,299,299
41.177.98.57,50926,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50926,UDP,275.0,0.0,275,275,275
41.177.98.57,50927,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50927,UDP,275.0,0.0,275,275,275
244.3.153.117,49380,41.177.24.241,993,TCP,117.16666666666667,4535.805555555556,235,40,703
244.3.153.117,49376,41.177.24.241,993,TCP,72.5,402.25,91,40,290
41.177.31.98,22,244.3.153.142,49633,TCP,40.0,0.0,40,40,200
41.177.241.46,443,90.48.117.203,50457,UDP,122.6,23.04,137,121,1226
41.177.3.81,56533,145.95.81.118,161,UDP,128.0,0.0,128,128,128
145.95.81.118,161,41.177.3.81,56533,UDP,135.0,0.0,135,135,135
41.177.24.241,993,244.3.153.117,49376,TCP,110.0,3370.5,196,40,440
41.177.241.46,443,151.77.15.248,62178,UDP,476.2,189327.36,1273,121,4762
244.3.48.41,6718,244.3.160.239,80,TCP,401.85714285714283,328414.9795918367,1420,40,2813
244.3.160.239,80,244.3.48.41,6718,TCP,262.5,204008.0,1420,40,2100
244.3.48.41,10658,244.3.160.239,80,TCP,272.5,263362.5833333333,1420,40,1635
244.3.160.239,80,244.3.48.41,10658,TCP,58.166666666666664,1380.8055555555557,141,40,349
244.3.160.239,64866,41.43.180.128,80,TCP,324.44444444444446,250038.91358024694,1500,40,2920
244.3.160.239,64867,41.43.180.128,80,TCP,277.0,277074.3333333333,1454,40,1662
41.177.24.241,993,244.3.153.117,49380,TCP,581.0,226509.33333333334,1190,106,3486
41.43.180.128,80,244.3.160.239,64866,TCP,273.875,232460.609375,1500,40,2191
41.43.180.128,80,244.3.160.239,64867,TCP,68.0,2918.4,176,40,340
145.95.41.31,25849,145.95.81.118,161,UDP,109.0,0.0,109,109,1090
145.95.81.118,161,145.95.41.31,25849,UDP,111.0,0.0,111,111,1110
41.106.176.15,42496,41.177.241.46,443,TCP,127.3,2690.0099999999998,169,40,1273
41.177.241.46,443,41.106.176.15,42496,TCP,43.3,98.01,73,40,433
145.95.41.31,30479,145.95.81.118,161,UDP,134.6,0.64,135,133,1346
77.197.210.128,57049,41.177.26.176,80,TCP,76.11111111111111,9868.543209876547,357,40,685
145.95.81.118,161,145.95.41.31,30479,UDP,152.2,7.76,155,147,1522
41.177.26.176,80,77.197.210.128,57049,TCP,843.4,376967.83999999997,1500,40,8434
77.197.210.67,41185,41.177.26.176,80,TCP,91.42857142857143,15064.816326530608,392,40,640
41.177.26.176,80,77.197.210.67,41185,TCP,1031.1,314368.08999999997,1500,40,10311
77.197.210.160,34093,41.177.26.176,80,TCP,76.11111111111111,9868.543209876547,357,40,685
41.177.26.176,80,77.197.210.160,34093,TCP,848.8,265639.16000000003,1500,40,8488
244.3.48.41,4480,244.3.160.239,80,TCP,297.2,260517.76,1318,40,1486
244.3.160.239,80,244.3.48.41,4480,TCP,61.8,1577.7599999999998,141,40,309
77.197.210.2,55000,41.177.26.176,80,TCP,73.0,9285.8,362,40,730
41.177.26.176,80,77.197.210.2,55000,TCP,546.5,274482.45,1500,40,5465
244.3.160.239,64868,41.43.180.128,80,TCP,258.8333333333333,235960.1388888889,1345,40,1553
41.106.180.77,8005,41.177.241.46,443,UDP,133.8,8028.160000000001,313,89,669
41.43.180.128,80,244.3.160.239,64868,TCP,67.8,2875.3599999999997,175,40,339
41.177.98.43,41784,41.177.202.202,53,UDP,74.0,0.0,74,74,74
41.177.202.202,53,41.177.98.43,41784,UDP,132.0,0.0,132,132,132
41.177.98.43,41785,41.177.202.202,53,UDP,91.0,0.0,91,91,91
41.177.202.202,53,41.177.98.43,41785,UDP,149.0,0.0,149,149,149
41.177.98.43,41786,41.177.202.202,53,UDP,88.0,0.0,88,88,88
41.177.202.202,53,41.177.98.43,41786,UDP,141.0,0.0,141,141,141
41.177.98.43,41787,41.177.202.202,53,UDP,87.0,0.0,87,87,87
41.177.202.202,53,41.177.98.43,41787,UDP,145.0,0.0,145,145,145
41.177.98.43,41788,41.177.202.202,53,UDP,74.0,0.0,74,74,74
41.177.202.202,53,41.177.98.43,41788,UDP,219.0,0.0,219,219,219
41.177.98.43,38756,41.177.26.155,8010,TCP,208.0,93657.6,820,52,2080
41.177.26.155,8010,41.177.98.43,38756,TCP,325.6,292919.04000000004,1408,52,3256
41.177.98.57,50928,41.177.202.202,53,UDP,73.0,0.0,73,73,73
41.177.202.202,53,41.177.98.57,50928,UDP,162.0,0.0,162,162,162
244.3.48.41,12760,244.3.160.239,80,TCP,317.0,302509.6,1417,40,1585
244.3.160.239,80,244.3.48.41,12760,TCP,61.8,1577.7599999999998,141,40,309
41.177.98.57,50929,41.177.202.202,53,UDP,72.0,0.0,72,72,72
244.3.48.41,11984,244.3.160.239,80,TCP,317.2,302949.76,1418,40,1586
41.177.202.202,53,41.177.98.57,50929,UDP,299.0,0.0,299,299,299
244.3.160.239,80,244.3.48.41,11984,TCP,61.8,1577.7599999999998,141,40,309
41.177.98.57,50930,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50930,UDP,275.0,0.0,275,275,275
41.177.98.57,50931,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50931,UDP,275.0,0.0,275,275,275
41.177.98.57,50932,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50932,UDP,299.0,0.0,299,299,299
41.177.98.57,50933,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50933,UDP,275.0,0.0,275,275,275
244.3.160.239,64869,41.43.180.128,80,TCP,275.3333333333333,273164.88888888893,1444,40,1652
41.177.98.57,50934,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50934,UDP,275.0,0.0,275,275,275
244.3.160.239,64870,41.43.180.128,80,TCP,275.5,273554.5833333333,1445,40,1653
244.3.160.248,52530,41.177.26.55,80,TCP,75.7,10912.010000000004,389,40,757
41.177.26.55,80,244.3.160.248,52530,TCP,1084.5,405855.05,1500,40,10845
41.177.26.214,57067,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.26.214,57067,UDP,240.0,0.0,240,240,240
41.177.26.214,57068,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.26.214,57068,UDP,129.0,0.0,129,129,129
41.177.26.214,57069,41.177.202.202,53,UDP,88.0,0.0,88,88,88
41.177.202.202,53,41.177.26.214,57069,UDP,146.0,0.0,146,146,146
41.177.26.214,57070,41.177.202.202,53,UDP,85.0,0.0,85,85,85
41.177.202.202,53,41.177.26.214,57070,UDP,138.0,0.0,138,138,138
41.177.26.214,57071,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.26.214,57071,UDP,216.0,0.0,216,216,216
41.177.98.57,50935,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50935,UDP,299.0,0.0,299,299,299
41.177.98.57,50936,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50936,UDP,275.0,0.0,275,275,275
41.43.180.128,80,244.3.160.239,64869,TCP,68.0,2918.4,176,40,340
