srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
41.177.202.202,53,41.177.26.176,59277,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.210.230,64575,244.3.202.202,53,UDP,116,53,63,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,64575,UDP,490,260,230,0,0,0,0,0,0,0,0
41.177.26.176,59278,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59278,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.210.230,59536,244.3.202.202,53,UDP,64,64,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,59536,UDP,222,222,0,0,0,0,0,0,0,0,0
244.3.210.255,3697,184.159.43.213,25,TCP,13068,48,40,64,85,70,46,1420,1420,1420,1420
244.3.210.41,1985,210.218.218.164,1985,UDP,2000,48,48,44,44,48,48,48,48,48,48
184.159.43.213,25,244.3.210.255,3697,TCP,1327,48,126,40,263,87,40,88,40,90,40
41.177.26.176,59279,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59279,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59280,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59280,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59281,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59281,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.108.186,1985,210.218.218.164,1985,UDP,1920,48,48,48,48,48,48,48,48,48,48
41.177.26.176,59282,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59282,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59283,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59283,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59284,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59284,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.24.241,5222,244.3.153.142,51016,TCP,3926,40,40,40,290,40,40,290,290,290,40
244.3.210.230,52703,244.3.202.202,53,UDP,145,56,89,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,52703,UDP,679,222,457,0,0,0,0,0,0,0,0
244.3.210.255,3701,90.167.222.57,25,TCP,13074,48,40,64,85,72,46,1500,1500,1500,1500
41.177.26.176,59285,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59285,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.141.201,1985,210.218.218.164,1985,UDP,2000,48,48,48,48,48,48,48,48,48,48
41.177.26.176,59286,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59286,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59287,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59287,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59288,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59288,UDP,214,214,0,0,0,0,0,0,0,0,0
77.197.210.160,39946,41.177.26.176,80,TCP,633,48,40,345,40,40,40,40,40,0,0
41.177.26.176,80,77.197.210.160,39946,TCP,11876,48,40,1500,1010,1500,1500,757,1500,1086,1500
41.177.26.176,59289,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59289,UDP,214,214,0,0,0,0,0,0,0,0,0
197.72.210.75,23366,244.3.210.197,80,TCP,17680,64,52,845,52,52,52,52,52,828,52
197.72.210.75,65454,244.3.210.197,80,TCP,17866,64,52,835,52,52,52,52,52,52,52
197.72.210.75,56862,244.3.210.197,80,TCP,9641,64,52,844,52,52,827,52,52,52,52
197.72.210.75,44739,244.3.210.197,80,TCP,13708,64,52,829,52,52,52,52,52,52,64
197.72.210.75,50173,244.3.210.197,80,TCP,7507,64,52,841,52,52,827,52,52,847,52
244.3.210.197,80,197.72.210.75,23366,TCP,227238,64,1420,1420,1420,1420,1420,1420,1420,857,1420
244.3.210.197,80,197.72.210.75,65454,TCP,138739,64,1420,1420,1420,1420,1420,1420,1420,1420,1420
244.3.210.197,80,197.72.210.75,56862,TCP,143595,64,1420,1420,617,1420,1420,1420,1420,1420,1420
244.3.210.197,80,197.72.210.75,44739,TCP,178158,64,1420,1420,1420,1420,1420,1420,1420,1420,1420
244.3.210.197,80,197.72.210.75,50173,TCP,54029,64,1420,1420,681,1420,1420,1420,852,1420,542
41.177.26.176,59290,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59290,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59291,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.26.176,59292,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59291,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59292,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59293,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59293,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59294,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59294,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59295,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59295,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59296,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59296,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.164.192,1985,210.218.218.164,1985,UDP,864,48,48,48,48,48,48,48,48,48,48
244.3.202.202,53,244.3.210.230,53868,UDP,204,204,0,0,0,0,0,0,0,0,0
244.3.153.106,2239,41.177.24.241,5222,TCP,154,114,40,0,0,0,0,0,0,0,0
244.3.210.255,3703,145.2.71.31,25,TCP,13083,48,40,64,85,75,46,1500,1500,1500,1500
244.3.90.4,20714,41.177.98.92,5632,TCP,132448,80,80,80,80,144,80,80,80,80,80
244.3.202.202,53,244.3.210.230,59699,UDP,227,227,0,0,0,0,0,0,0,0,0
244.3.210.255,3704,85.209.55.253,25,TCP,13086,48,40,64,85,76,46,1420,1420,1420,1420
41.177.26.176,59297,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59297,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59298,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59298,UDP,238,238,0,0,0,0,0,0,0,0,0
244.3.153.204,3611,244.3.176.224,445,TCP,1061,48,40,177,280,396,40,40,40,0,0
41.177.26.176,59299,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59299,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59300,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
244.3.176.224,445,244.3.153.204,3611,TCP,978,48,237,534,79,40,40,0,0,0,0
41.177.202.202,53,41.177.26.176,59300,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.210.230,49155,244.3.202.202,53,UDP,54,54,0,0,0,0,0,0,0,0,0
41.177.117.138,1985,210.218.218.164,1985,UDP,2000,48,48,48,48,48,48,48,48,48,48
244.3.202.202,53,244.3.210.230,49155,UDP,392,392,0,0,0,0,0,0,0,0,0
244.3.210.255,3708,244.242.77.84,25,TCP,25895,48,40,64,85,68,46,1500,1500,1500,1500
41.106.180.77,30882,41.177.241.46,443,UDP,5845,297,121,297,121,297,121,185,185,185,297
244.3.153.177,1554,41.177.117.203,1632,TCP,2480,208,40,208,40,208,40,208,40,208,40
41.177.117.203,1632,244.3.153.177,1554,TCP,1210,121,121,121,121,121,121,121,121,121,121
41.177.241.46,443,41.106.180.77,30882,UDP,2010,201,201,201,201,201,201,201,201,201,201
244.242.77.84,25,244.3.210.255,3708,TCP,1730,48,131,40,236,40,87,40,86,90,40
41.177.3.224,52756,41.177.117.184,1610,TCP,8806,349,40,349,40,349,40,349,40,349,40
41.177.117.184,1610,41.177.3.224,52756,TCP,9517,429,429,429,429,429,429,429,920,1420,442
77.197.210.186,21091,41.177.26.176,80,TCP,636,48,40,348,40,40,40,40,40,0,0
41.177.180.176,3938,244.3.31.84,31111,TCP,140,100,40,0,0,0,0,0,0,0,0
41.177.26.176,80,77.197.210.186,21091,TCP,11636,48,40,1500,1010,1500,1500,764,1500,845,1500
145.2.71.31,25,244.3.210.255,3703,TCP,1104,48,122,40,122,48,40,48,40,77,40
244.3.210.230,50264,244.3.202.202,53,UDP,58,58,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,50264,UDP,203,203,0,0,0,0,0,0,0,0,0
244.3.210.255,3711,194.164.142.224,25,TCP,13065,48,40,64,85,69,46,1500,1500,1500,1500
90.167.222.57,25,244.3.210.255,3701,TCP,999,48,67,216,75,75,60,40,40,40,40
41.177.24.241,5222,244.3.153.106,2239,TCP,458,40,418,0,0,0,0,0,0,0,0
41.177.241.46,4500,40.193.220.98,7746,UDP,700,104,480,116,0,0,0,0,0,0,0
41.177.26.176,59301,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59301,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59302,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59302,UDP,275,275,0,0,0,0,0,0,0,0,0
244.3.79.145,1184,41.177.98.167,1521,TCP,29022,169,67,58,109,270,67,58,226,182,67
41.177.26.176,59303,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59303,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.98.167,1521,244.3.79.145,1184,TCP,37346,83,125,81,133,83,418,81,165,83,231
41.177.124.47,14203,244.3.160.239,80,TCP,2289,48,40,1041,40,40,40,40,40,40,40
244.3.160.239,80,41.177.124.47,14203,TCP,108300,48,40,388,1500,1500,1500,1500,1500,1500,1500
41.177.124.47,8581,244.3.160.239,80,TCP,2744,48,40,1016,40,40,40,40,40,40,40
244.3.160.239,80,41.177.124.47,8581,TCP,136942,48,40,388,1500,1500,1500,1500,1500,1500,1500
194.164.142.224,25,244.3.210.255,3711,TCP,913,48,114,199,75,72,60,40,40,107,78
203.116.153.164,36878,244.3.210.255,113,TCP,60,60,0,0,0,0,0,0,0,0,0
244.3.160.239,33091,197.154.128.43,80,TCP,3161,48,40,1113,40,40,40,40,40,40,40
244.3.160.239,33092,197.154.128.43,80,TCP,2786,48,40,1138,40,40,40,40,40,40,40
197.154.128.43,80,244.3.160.239,33091,TCP,136766,48,40,412,1500,1500,1500,1500,1500,1500,1500
197.154.128.43,80,244.3.160.239,33092,TCP,108164,48,40,412,1500,1500,1500,1500,1500,1500,1500
41.177.241.254,1040,41.177.241.176,1100,UDP,6783,133,133,133,133,133,133,133,133,133,133
106.37.181.3,49608,244.3.210.197,80,TCP,1461,40,40,40,40,40,389,52,52,52,52
244.3.210.197,80,106.37.181.3,49608,TCP,26157,52,52,52,52,52,52,1450,1450,1450,1450
244.3.210.230,54347,244.3.202.202,53,UDP,54,54,0,0,0,0,0,0,0,0,0
118.72.57.55,1508,41.177.26.176,80,TCP,997,677,40,40,40,40,40,40,40,40,0
77.197.210.202,28730,41.177.26.176,80,TCP,681,48,40,393,40,40,40,40,40,0,0
41.177.26.176,80,77.197.210.202,28730,TCP,11810,48,40,1500,1003,1500,200,1500,467,1500,1500
41.177.26.176,80,118.72.57.55,1508,TCP,9549,311,45,680,42,45,1500,784,42,1500,1264
244.3.210.230,60563,244.3.202.202,53,UDP,57,57,0,0,0,0,0,0,0,0,0
145.77.84.176,49832,244.3.210.197,80,TCP,1087,60,52,135,112,52,52,52,52,52,52
244.3.210.197,80,145.77.84.176,49832,TCP,18671,64,52,1500,1500,1500,1500,1500,1500,1500,1500
41.177.3.224,50382,41.177.117.184,1607,TCP,5857,349,40,349,40,349,40,349,40,349,40
41.177.117.184,1607,41.177.3.224,50382,TCP,6581,429,429,429,429,429,429,429,429,429,1420
244.3.153.48,1513,244.3.176.224,445,TCP,266,93,40,93,40,0,0,0,0,0,0
244.3.176.224,445,244.3.153.48,1513,TCP,186,93,93,0,0,0,0,0,0,0,0
244.3.153.48,1519,41.177.3.117,445,TCP,266,93,40,93,40,0,0,0,0,0,0
41.177.3.117,445,244.3.153.48,1519,TCP,186,93,93,0,0,0,0,0,0,0,0
41.177.26.176,59304,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59304,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59305,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59305,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,59306,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59306,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.180.176,31111,244.3.31.84,61562,TCP,64,64,0,0,0,0,0,0,0,0,0
41.177.98.31,59708,41.177.26.209,514,UDP,3578,175,175,179,179,179,179,181,181,183,183
41.177.26.176,59307,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59307,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59308,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59308,UDP,275,275,0,0,0,0,0,0,0,0,0
145.95.225.41,1985,210.218.218.164,1985,UDP,1000,48,48,48,48,48,48,48,44,48,48
41.177.26.176,59309,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59309,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.3.224,51146,41.177.117.184,1606,TCP,8801,349,40,349,40,349,40,349,40,349,40
41.177.117.184,1606,41.177.3.224,51146,TCP,9514,429,429,429,429,429,429,429,429,429,429
244.3.202.202,53,244.3.210.230,60563,UDP,460,460,0,0,0,0,0,0,0,0,0
244.3.210.255,3722,48.151.229.224,25,TCP,13068,48,40,64,85,70,46,1470,1470,1470,1470
77.197.210.48,41671,41.177.26.176,80,TCP,675,48,40,347,40,40,40,40,40,40,0
41.177.26.176,80,77.197.210.48,41671,TCP,12710,48,40,1500,1010,1500,54,1500,744,1500,1430
244.3.210.255,3725,39.61.39.192,25,TCP,13065,48,40,64,74,70,57,1500,1500,1500,1500
41.177.244.192,1985,210.218.218.164,1985,UDP,912,48,48,48,48,48,48,48,48,48,48
48.151.229.224,25,244.3.210.255,3722,TCP,1124,48,83,40,165,72,40,72,40,73,40
244.3.210.230,65532,244.3.202.202,53,UDP,54,54,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,51823,UDP,178,178,0,0,0,0,0,0,0,0,0
244.3.210.230,59305,244.3.202.202,53,UDP,67,67,0,0,0,0,0,0,0,0,0
77.197.210.249,7657,41.177.26.176,80,TCP,741,48,40,373,40,40,40,40,40,40,40
41.177.26.176,80,77.197.210.249,7657,TCP,11096,48,40,1500,267,705,365,279,282,790,1500
41.177.108.15,1985,210.218.218.164,1985,UDP,1824,48,48,48,48,48,48,48,48,48,48
41.106.180.77,43550,41.177.241.46,443,UDP,2302,89,169,89,185,185,185,169,121,185,185
77.197.210.198,63487,41.177.26.176,80,TCP,683,48,40,355,40,40,40,40,40,40,0
41.177.26.176,80,77.197.210.198,63487,TCP,11554,48,40,1500,1010,1500,42,1500,744,1500,286
77.197.127.51,40846,41.177.26.176,80,TCP,748,48,40,420,40,40,40,40,40,40,0
41.177.26.176,80,77.197.127.51,40846,TCP,12511,48,40,1500,686,1447,567,1386,1388,1388,880
244.3.202.202,53,244.3.210.230,65532,UDP,199,199,0,0,0,0,0,0,0,0,0
244.3.210.255,3730,241.67.244.64,25,TCP,13122,48,40,40,64,40,74,65,46,1420,1420
39.61.39.192,25,244.3.210.255,3725,TCP,1164,48,155,40,288,40,63,74,40,40,40
77.197.210.239,62663,41.177.26.176,80,TCP,676,48,40,348,40,40,40,40,40,40,0
41.177.26.176,80,77.197.210.239,62663,TCP,12135,48,40,1500,1010,1500,57,1500,754,1500,1500
41.177.26.176,59310,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59310,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59311,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59311,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,59312,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59312,UDP,275,275,0,0,0,0,0,0,0,0,0
48.3.106.218,50886,244.3.210.197,25,TCP,60,60,0,0,0,0,0,0,0,0,0
244.3.153.204,3616,244.3.176.224,445,TCP,981,48,40,177,280,396,40,0,0,0,0
244.3.176.224,445,244.3.153.204,3616,TCP,978,48,237,534,79,40,40,0,0,0,0
241.67.244.64,25,244.3.210.255,3730,TCP,1059,48,71,130,40,65,102,48,40,48,40
41.177.26.164,1985,210.218.218.164,1985,UDP,2000,48,48,48,48,48,48,48,48,48,48
244.3.210.255,3731,68.83.160.23,1984,TCP,144,48,48,48,0,0,0,0,0,0,0
41.177.26.176,59313,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59313,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59314,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59314,UDP,275,275,0,0,0,0,0,0,0,0,0
244.199.100.224,1773,41.177.26.15,80,TCP,22736,602,40,40,40,40,40,40,40,40,40
41.177.26.176,59315,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59315,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.15,80,244.199.100.224,1773,TCP,1239719,350,1500,1500,1500,1500,1500,932,1500,1500,1500
68.83.160.23,1984,244.3.210.255,3731,TCP,120,40,40,40,0,0,0,0,0,0,0
41.177.26.176,59316,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59316,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59317,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59317,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,59318,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59318,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.241.61,5914,244.3.41.84,23,TCP,90,50,40,0,0,0,0,0,0,0,0
244.3.41.84,23,41.177.241.61,5914,TCP,281,281,0,0,0,0,0,0,0,0,0
41.177.26.176,59319,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59319,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59320,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59320,UDP,275,275,0,0,0,0,0,0,0,0,0
145.95.41.192,1985,210.218.218.164,1985,UDP,912,48,48,48,48,48,48,48,48,48,48
41.177.26.176,59321,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59321,UDP,275,275,0,0,0,0,0,0,0,0,0
145.77.84.176,49834,244.3.210.197,80,TCP,374,60,52,98,112,52,0,0,0,0,0
244.3.210.197,80,145.77.84.176,49834,TCP,531,64,52,363,52,0,0,0,0,0,0
41.177.26.176,59322,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59322,UDP,262,262,0,0,0,0,0,0,0,0,0
41.177.26.176,59323,41.177.202.202,53,UDP,79,79,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59323,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59324,41.177.202.202,53,UDP,79,79,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59324,UDP,238,238,0,0,0,0,0,0,0,0,0
244.3.153.13,1729,41.177.116.45,443,TCP,429,309,40,40,40,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,59305,UDP,177,177,0,0,0,0,0,0,0,0,0
244.3.210.230,64342,244.3.202.202,53,UDP,68,68,0,0,0,0,0,0,0,0,0
41.177.116.45,443,244.3.153.13,1729,TCP,1035,419,513,63,40,0,0,0,0,0,0
244.3.210.255,3359,48.151.229.213,25,TCP,481975,46,1470,1470,1470,1470,1470,1470,1470,1470,835
244.3.4.192,1985,210.218.218.164,1985,UDP,2736,48,48,48,48,48,48,48,48,48,48
244.3.160.204,64882,244.3.160.89,4001,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.89,4001,244.3.160.204,64882,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,64883,244.3.160.89,4002,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.89,4002,244.3.160.204,64883,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,64884,244.3.160.89,2048,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.89,2048,244.3.160.204,64884,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,64885,244.3.160.89,80,TCP,164,44,40,40,40,0,0,0,0,0,0
244.3.160.89,80,244.3.160.204,64885,TCP,124,44,40,40,0,0,0,0,0,0,0
244.3.160.204,64886,244.3.160.89,443,TCP,252,44,88,40,40,40,0,0,0,0,0
244.3.160.89,443,244.3.160.204,64886,TCP,3309,44,40,1500,1500,105,40,40,40,0,0
244.3.160.204,64887,244.3.160.89,2784,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.89,2784,244.3.160.204,64887,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,64888,244.3.160.254,4000,TCP,164,44,40,40,40,0,0,0,0,0,0
244.3.160.254,4000,244.3.160.204,64888,TCP,124,44,40,40,0,0,0,0,0,0,0
244.3.160.204,64889,244.3.160.254,4001,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.254,4001,244.3.160.204,64889,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,64890,244.3.160.254,4002,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.254,4002,244.3.160.204,64890,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,64891,244.3.160.254,2048,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.254,2048,244.3.160.204,64891,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,64892,244.3.160.254,443,TCP,164,44,40,40,40,0,0,0,0,0,0
244.3.160.254,443,244.3.160.204,64892,TCP,124,44,40,40,0,0,0,0,0,0,0
244.3.160.204,64893,244.3.160.254,80,TCP,164,44,40,40,40,0,0,0,0,0,0
244.3.160.254,80,244.3.160.204,64893,TCP,124,44,40,40,0,0,0,0,0,0,0
244.3.160.204,64894,244.3.160.239,443,TCP,164,44,40,40,40,0,0,0,0,0,0
244.3.160.239,443,244.3.160.204,64894,TCP,124,44,40,40,0,0,0,0,0,0,0
244.3.160.204,64895,244.3.160.239,8080,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.239,8080,244.3.160.204,64895,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,64896,244.3.160.239,80,TCP,164,44,40,40,40,0,0,0,0,0,0
244.3.160.239,80,244.3.160.204,64896,TCP,124,44,40,40,0,0,0,0,0,0,0
244.3.153.33,138,244.3.153.91,138,UDP,1239,202,202,202,211,211,211,0,0,0,0
15.186.110.142,53981,41.177.26.176,80,TCP,1156,60,52,524,52,52,52,52,52,52,52
41.177.26.176,80,15.186.110.142,53981,TCP,13020,64,52,1500,692,838,1500,1500,1500,1500,1406
77.197.210.181,12027,41.177.26.176,80,TCP,596,48,40,348,40,40,40,40,0,0,0
41.177.26.176,80,77.197.210.181,12027,TCP,10981,48,40,1500,1008,1500,1500,477,1500,1500,1186
151.77.15.40,2382,41.177.241.46,443,TCP,372,73,73,40,73,73,40,0,0,0,0
41.177.241.46,443,151.77.15.40,2382,TCP,306,40,40,73,40,40,73,0,0,0,0
41.177.3.224,51211,41.177.117.184,1607,TCP,8766,349,40,349,40,349,40,349,40,349,40
41.177.117.184,1607,41.177.3.224,51211,TCP,9518,429,429,429,429,429,429,429,429,429,920
41.177.26.176,59325,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59325,UDP,289,289,0,0,0,0,0,0,0,0,0
41.177.26.176,59326,41.177.202.202,53,UDP,70,70,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59326,UDP,265,265,0,0,0,0,0,0,0,0,0
41.177.26.176,59327,41.177.202.202,53,UDP,70,70,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59327,UDP,265,265,0,0,0,0,0,0,0,0,0
244.3.160.4,64726,210.218.218.213,45530,UDP,2646,126,126,126,126,126,126,126,126,126,126
41.177.26.176,59328,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59328,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59329,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59329,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,59330,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59330,UDP,275,275,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,64342,UDP,178,178,0,0,0,0,0,0,0,0,0
244.3.210.230,63873,244.3.202.202,53,UDP,68,68,0,0,0,0,0,0,0,0,0
145.77.84.176,49835,244.3.210.197,80,TCP,790,60,52,127,127,112,52,52,52,52,52
244.3.210.197,80,145.77.84.176,49835,TCP,8337,64,52,1500,1500,1500,1500,1500,669,52,0
77.197.210.80,44340,41.177.26.176,80,TCP,645,48,40,357,40,40,40,40,40,0,0
41.177.26.176,80,77.197.210.80,44340,TCP,11631,48,40,1181,1500,1334,1500,754,1500,838,1500
41.177.4.139,54447,244.3.41.84,1522,TCP,6251,214,362,194,233,40,213,377,182,228,40
77.197.210.56,51479,41.177.26.176,80,TCP,643,48,40,355,40,40,40,40,40,0,0
244.3.153.204,3621,244.3.176.224,445,TCP,981,48,40,177,280,396,40,0,0,0,0
